Order_id,Order Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
7351,08-04-2023,Divya,Gujarat,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97,3,22.67
7352,02-05-2022,Jhanvi,Sikkim,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",344.98,7,28.41
7353,04-07-2021,Abhilasha,Assam,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.99,1,-1.44
7354,01-02-2024,Prateek,Meghalaya,Office Supplies,Paper,Strathmore Photo Mount Cards,20.34,3,9.36
7355,27-10-2020,Ayush,Himachal Pradesh,Office Supplies,Labels,Avery 478,39.28,8,19.25
7356,24-10-2020,Mohit,Chhattisgarh,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,4,11.59
7357,01-11-2021,Hari,Punjab,Furniture,Bookcases,Sauder Barrister Bookcases,220.27,4,-42.11
7358,12-03-2022,Tarun,Assam,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,4,33.46
7359,23-12-2021,Anand,Karnataka,Office Supplies,Art,Newell Chalk Holder,12.39,3,5.70
7360,10-09-2021,Sahil,Karnataka,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.30,2,12.30
7361,25-03-2020,Gaurav,Manipur,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,139.58,7,39.08
7362,17-10-2022,Yash,Karnataka,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.38,1,0.73
7363,04-11-2023,Jhanvi,Kerala,Office Supplies,Art,Newell 341,6.85,2,0.77
7364,21-03-2022,Kunal,Maharashtra,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,28.08,3,5.27
7365,18-12-2020,Shreyas,Madhya Pradesh,Technology,Phones,Samsung Galaxy S4 Mini,751.98,2,84.60
7366,13-06-2023,Shivam,Andhra Pradesh,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,5,-69.89
7367,12-11-2021,Ravi,Rajasthan,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.91,1,2.41
7368,12-07-2023,Janhvi,Tamil Nadu,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96,4,28.33
7369,16-05-2022,Uma,Himachal Pradesh,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,5,-158.10
7370,28-11-2023,Karthik,Rajasthan,Office Supplies,Binders,GBC VeloBind Cover Sets,13.90,3,-9.26
7371,08-07-2022,Rohit,Himachal Pradesh,Office Supplies,Labels,Avery 474,4.61,2,1.67
7372,04-04-2023,Varun,Meghalaya,Office Supplies,Art,Staples in misc. colors,15.53,3,4.85
7373,19-10-2023,Meera,Jharkhand,Office Supplies,Labels,Avery 499,11.95,3,3.88
7374,16-08-2020,Aman,Goa,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68,8,6.22
7375,14-04-2022,Anand,Himachal Pradesh,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.38,3,0.74
7376,25-12-2021,Rajesh,Meghalaya,Office Supplies,Paper,Xerox 222,10.37,2,3.63
7377,14-08-2022,Akanksha,Bihar,Office Supplies,Labels,Avery 5,5.76,2,2.82
7378,17-04-2023,Sanjay,Punjab,Office Supplies,Binders,GBC Linen Binding Covers,43.37,7,-69.40
7379,05-02-2023,Manisha,Tamil Nadu,Office Supplies,Paper,Xerox 1919,163.96,4,80.34
7380,28-07-2020,Gunjan,Rajasthan,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,2,21.44
7381,03-12-2023,Bhavana,Bihar,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",30.56,4,14.97
7382,13-10-2020,Anjali,West Bengal,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,2,4.01
7383,12-11-2021,Sahil,Manipur,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.24,5,7.55
7384,04-02-2023,Vipul,Karnataka,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",4.84,3,-3.55
7385,17-05-2020,Prateek,Tamil Nadu,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,220.70,6,-8.28
7386,24-06-2022,Rakesh,Andhra Pradesh,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",48.90,5,18.09
7387,17-09-2021,Alia,Sikkim,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,3.33,2,0.42
7388,09-03-2022,Shivam,Uttarakhand,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,933.26,4,-458.15
7389,10-02-2021,Vikas,Telangana,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2803.92,5,0.00
7390,11-11-2020,Rakesh,Himachal Pradesh,Furniture,Bookcases,Bush Somerset Collection Bookcase,314.35,3,-15.72
7391,19-08-2022,Ravi,Punjab,Office Supplies,Labels,Avery 492,4.61,2,1.50
7392,24-09-2022,Ananya,Bihar,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,3,12.99
7393,20-10-2023,Neha,Uttar Pradesh,Technology,Accessories,Logitech¬†MX Performance Wireless Mouse,159.56,4,59.04
7394,15-02-2023,Harshita,Madhya Pradesh,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.70,5,7.07
7395,30-04-2023,Anand,Punjab,Office Supplies,Art,Newell 34,59.52,3,15.48
7396,06-05-2020,Meera,Goa,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16¬î x 11¬î",34.40,5,15.82
7397,19-11-2022,Amrita,Rajasthan,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,19.47
7398,16-10-2022,Vishal,Madhya Pradesh,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,763.44,8,45.81
7399,19-12-2023,Deepika,Karnataka,Office Supplies,Paper,Xerox 2,25.92,4,12.44
7400,03-01-2021,Ankit,Mizoram,Office Supplies,Art,Newell 350,22.96,7,6.66
7401,04-04-2022,Monica,Tripura,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",32.45,2,7.30
7402,07-06-2022,Bhavya,Arunachal Pradesh,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,26.39,4,-17.59
7403,02-09-2021,Aarav,Nagaland,Furniture,Tables,Bevis 36 x 72 Conference Tables,373.47,5,-112.04
7404,20-03-2021,Prateek,Jharkhand,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",64.20,5,-44.94
7405,29-05-2023,Khushi,Meghalaya,Office Supplies,Fasteners,Advantus Plastic Paper Clips,8.00,2,2.80
7406,26-02-2022,Akshay,Himachal Pradesh,Technology,Phones,Motorola L804,183.96,5,20.70
7407,07-01-2020,Vishal,Gujarat,Office Supplies,Paper,Things To Do Today Pad,17.61,3,8.45
7408,04-03-2020,Aishwarya,Kerala,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.90,1,11.28
7409,27-10-2021,Sudhir,Himachal Pradesh,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,1,4.10
7410,11-09-2021,Isha,Madhya Pradesh,Office Supplies,Storage,Letter Size Cart,571.44,4,165.72
7411,04-02-2021,Yogesh,Tripura,Office Supplies,Paper,Xerox 23,32.40,5,15.55
7412,05-09-2020,Harshita,Odisha,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,1,4.57
7413,29-03-2022,Anjali,Uttarakhand,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,2.31,1,-1.93
7414,13-08-2021,Suresh,Maharashtra,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",2.20,2,-1.54
7415,13-11-2021,Akanksha,Uttar Pradesh,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",9.40,3,-7.52
7416,05-08-2023,Arjun,Meghalaya,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",243.16,2,72.95
7417,17-02-2021,Kavya,Punjab,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2,11.58
7418,30-11-2020,Vinita,Himachal Pradesh,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",21.24,9,7.43
7419,23-10-2023,Pooja,Himachal Pradesh,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",9.55,8,-7.32
7420,12-09-2021,Vikram,Andhra Pradesh,Furniture,Bookcases,Bestar Classic Bookcase,89.99,3,-152.98
7421,03-08-2023,Disha,Haryana,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.50,3,15.53
7422,09-12-2021,Disha,Meghalaya,Office Supplies,Paper,Xerox 1923,6.68,1,3.21
7423,04-12-2023,Anand,Uttarakhand,Office Supplies,Art,Blackstonian Pencils,6.41,3,0.64
7424,13-08-2023,Chirag,Himachal Pradesh,Technology,Accessories,Imation¬†Secure+ Hardware Encrypted USB 2.0¬†Flash Drive; 16GB,408.74,7,76.64
7425,17-02-2020,Akanksha,Goa,Office Supplies,Labels,Avery 505,59.20,4,29.60
7426,30-05-2023,Ankit,Kerala,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,54.66,6,18.04
7427,14-03-2022,Shiv,Goa,Office Supplies,Binders,Avery Durable Poly Binders,11.06,10,-18.80
7428,18-10-2023,Sonia,Kerala,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",623.46,7,-119.19
7429,16-04-2021,Sumit,Telangana,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,5,-57.95
7430,08-08-2021,Simran,Kerala,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,68.54,11,-52.55
7431,09-02-2022,Rahul,Rajasthan,Technology,Phones,GE 30524EE4,627.17,4,70.56
7432,27-06-2022,Pranav,Telangana,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,5,39.69
7433,12-03-2022,Harshita,Karnataka,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,3,41.29
7434,12-10-2020,Jhanvi,Telangana,Office Supplies,Paper,Xerox 1883,84.42,4,27.44
7435,15-10-2022,Pranav,Punjab,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,191.97,4,28.80
7436,24-04-2022,Shivam,Meghalaya,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1458.65,5,423.01
7437,08-09-2023,Meera,Arunachal Pradesh,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,26.64,1,7.46
7438,17-05-2020,Aniket,Mizoram,Furniture,Chairs,Safco Contoured Stacking Chairs,476.80,2,119.20
7439,22-05-2020,Anand,Odisha,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,87.44,2,18.46
7440,10-10-2022,Rakesh,Gujarat,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79.99,1,28.80
7441,09-05-2022,Anand,Haryana,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth¬†Headset¬†with,419.94,7,52.49
7442,26-07-2023,Gayatri,Gujarat,Furniture,Chairs,Global Chrome Stack Chair,47.99,2,-2.06
7443,02-05-2022,Deepak,Telangana,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.95,6,1049.99
7444,20-01-2021,Isha,Tripura,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.06,3,-23.78
7445,17-03-2020,Mohit,Tamil Nadu,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,81.08,4,22.70
7446,21-04-2021,Abhishek,Madhya Pradesh,Office Supplies,Paper,Xerox 1997,41.47,8,14.52
7447,28-10-2020,Harsh,Himachal Pradesh,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",65.23,3,22.02
7448,28-12-2023,Neha,Kerala,Furniture,Chairs,Harbour Creations Steel Folding Chair,207.00,3,25.88
7449,30-08-2020,Neha,Tamil Nadu,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",147.92,5,46.23
7450,23-08-2021,Raj,Meghalaya,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,26.07
7451,15-12-2023,Ishika,Bihar,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",286.85,1,63.11
7452,28-03-2020,Sandeep,Meghalaya,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,66.96,4,2.68
7453,12-06-2021,Aniket,Goa,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,199.98,2,87.99
7454,22-02-2020,Nitin,Odisha,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¬æ¬î x 11¬î",37.44,6,16.85
7455,20-08-2022,Nitin,Odisha,Office Supplies,Labels,Avery 50,37.59,3,17.67
7456,30-06-2021,Sandeep,Punjab,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",26.03,2,9.44
7457,07-10-2023,Kajal,Himachal Pradesh,Office Supplies,Art,Newell 348,5.25,2,0.59
7458,19-10-2022,Ishaan,Mizoram,Office Supplies,Storage,Safco Commercial Shelving,74.42,2,-14.88
7459,20-09-2020,Ramesh,Meghalaya,Office Supplies,Paper,Xerox 1927,6.85,2,2.14
7460,15-03-2020,Karan,Sikkim,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,8.00,1,-7.00
7461,14-10-2021,Aarav,Rajasthan,Furniture,Bookcases,Bestar Classic Bookcase,209.98,7,-356.96
7462,29-06-2020,Hemant,West Bengal,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,12.74
7463,03-08-2022,Rakesh,Tamil Nadu,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,5,-15.99
7464,09-01-2022,Ayush,Uttar Pradesh,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.24,4,-53.07
7465,10-11-2020,Riya,Rajasthan,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",87.60,5,42.05
7466,28-08-2021,Hemant,Tamil Nadu,Office Supplies,Art,Newell 347,10.27,3,1.16
7467,13-03-2020,Deepika,Uttarakhand,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62,2,4.77
7468,25-12-2020,Sonam,Uttar Pradesh,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,7.77,1,2.10
7469,06-05-2022,Sanjay,Gujarat,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",285.48,5,-10.71
7470,11-11-2022,Ishika,Meghalaya,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",19.17,4,6.47
7471,08-06-2022,Chirag,Odisha,Office Supplies,Labels,Avery 501,5.90,2,1.99
7472,02-03-2020,Samir,Himachal Pradesh,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",42.85,5,15.43
7473,26-06-2021,Akanksha,Himachal Pradesh,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,6.16,2,2.96
7474,20-04-2020,Neha,Punjab,Office Supplies,Supplies,Acme Titanium Bonded Scissors,17.00,2,4.42
7475,22-05-2020,Varun,Uttar Pradesh,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",87.40,5,34.96
7476,04-08-2022,Kavya,Uttar Pradesh,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48,8,27.49
7477,20-04-2022,Deepika,Andhra Pradesh,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96,2,81.43
7478,26-01-2021,Chirag,Kerala,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,914.97,3,411.74
7479,27-10-2020,Kavya,Jharkhand,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,587.97,3,158.75
7480,06-06-2020,Shiv,Meghalaya,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,530.34,2,95.46
7481,28-05-2023,Sagar,Rajasthan,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),14.94,3,7.32
7482,01-02-2024,Kabir,West Bengal,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,299.52,9,149.76
7483,27-10-2022,Vineet,Telangana,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,20.77,2,2.34
7484,20-01-2023,Deepika,Manipur,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,458.43,5,-124.43
7485,04-05-2022,Anushka,Meghalaya,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,6.22
7486,29-08-2023,Simran,Bihar,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7,601.97
7487,28-09-2020,Gayatri,Maharashtra,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,48.69,9,23.86
7488,12-12-2023,Kriti,Tamil Nadu,Technology,Phones,Google Nexus 5,539.97,3,134.99
7489,17-05-2022,Ananya,Nagaland,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,5.87
7490,07-06-2021,Nisha,Bihar,Office Supplies,Paper,Xerox 1917,440.19,9,206.89
7491,27-09-2021,Ishaan,West Bengal,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,64.40,5,1.93
7492,28-04-2023,Karan,Kerala,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5,-12.85
7493,09-08-2021,Tarun,Jharkhand,Office Supplies,Art,Newell 309,46.20,5,5.78
7494,23-02-2023,Sudhir,Kerala,Office Supplies,Paper,Xerox 1936,47.95,3,16.18
7495,20-12-2020,Akash,Uttar Pradesh,Technology,Phones,PayAnywhere Card Reader,7.99,1,0.70
7496,17-07-2023,Abhay,Himachal Pradesh,Office Supplies,Paper,Xerox 1937,76.86,2,26.90
7497,30-01-2024,Isha,Himachal Pradesh,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2,1.09
7498,22-11-2021,Tanvi,Mizoram,Office Supplies,Art,Prang Colored Pencils,14.70,5,6.62
7499,20-02-2023,Advait,Kerala,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",37.20,5,9.30
7500,09-10-2022,Akanksha,Himachal Pradesh,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,18.89
7501,31-05-2023,Vinay,Uttarakhand,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",261.96,2,23.58
7502,13-06-2022,Deepak,Chhattisgarh,Office Supplies,Labels,Avery 505,74.00,5,37.00
7503,17-03-2022,Meera,Meghalaya,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",58.17,5,-46.54
7504,15-05-2023,Deepika,Gujarat,Office Supplies,Labels,Avery 502,5.04,2,1.76
7505,27-02-2020,Aishwarya,Jharkhand,Office Supplies,Paper,Xerox 19,24.78,1,7.75
7506,26-04-2023,Aarav,Manipur,Technology,Phones,"Logitech B530 USB¬†Headset¬†-¬†headset¬†- Full size, Binaural",29.59,1,2.59
7507,06-03-2020,Anand,Uttar Pradesh,Office Supplies,Binders,Avery Durable Slant Ring Binders,4.75,2,-3.17
7508,28-02-2021,Priya,Uttarakhand,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.55,3,5.64
7509,31-05-2020,Advait,Madhya Pradesh,Furniture,Furnishings,24-Hour Round Wall Clock,39.96,2,17.18
7510,20-10-2022,Ananya,Manipur,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.62,2,4.26
7511,22-11-2020,Anand,Tamil Nadu,Furniture,Chairs,SAFCO Arco Folding Chair,220.96,1,24.86
7512,31-08-2023,Advait,West Bengal,Office Supplies,Paper,Xerox 1880,56.70,2,19.14
7513,11-06-2022,Kajal,Telangana,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.12,2,3.48
7514,30-09-2022,Shakshi,Madhya Pradesh,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.02,2,-55.26
7515,04-12-2022,Anand,Mizoram,Technology,Accessories,KeyTronic¬†KT800P2 -¬†Keyboard¬†- Black,36.05,3,-0.90
7516,22-05-2023,Sumit,Madhya Pradesh,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56,2,6.26
7517,06-06-2021,Alia,Sikkim,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.05,1,1.03
7518,28-05-2023,Aman,Karnataka,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",6.87,7,-10.65
7519,27-11-2020,Aniket,Karnataka,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",2.00,1,-3.29
7520,23-04-2023,Chirag,Uttarakhand,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.93,2,0.67
7521,13-06-2020,Kabir,West Bengal,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",17.24,2,4.48
7522,10-09-2023,Ananya,Kerala,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,302.94,3,75.74
7523,22-09-2020,Karishma,Tripura,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,34.75,5,15.64
7524,27-04-2022,Karan,Uttarakhand,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,54.69
7525,16-04-2023,Shweta,Meghalaya,Technology,Phones,Apple EarPods with Remote and Mic,55.98,2,15.67
7526,22-08-2023,Abhishek,Jharkhand,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.70,2,38.78
7527,05-03-2020,Mayank,Chhattisgarh,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,197.92
7528,29-04-2020,Prachi,Himachal Pradesh,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,2.30
7529,25-08-2022,Jaya,Jharkhand,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",43.19,7,20.73
7530,05-01-2023,Jhanvi,Uttarakhand,Furniture,Furnishings,Flat Face Poster Frame,22.61,3,-10.17
7531,13-05-2023,Shivam,Mizoram,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,1.89,1,-0.99
7532,26-01-2023,Swati,Andhra Pradesh,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16,2,28.18
7533,03-02-2021,Gunjan,Telangana,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34,6,109.72
7534,28-07-2020,Kajal,Madhya Pradesh,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,89.31
7535,29-12-2022,Ishika,Karnataka,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299.97,3,113.99
7536,06-07-2021,Saloni,Nagaland,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.80,4,4.07
7537,25-05-2020,Sapna,West Bengal,Technology,Phones,Nokia Lumia 925,377.97,3,98.27
7538,22-03-2022,Saurabh,Karnataka,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,9,374.63
7539,27-07-2022,Pranav,Arunachal Pradesh,Office Supplies,Paper,Xerox 1945,286.93,7,140.60
7540,26-01-2021,Shiv,Kerala,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",681.41,12,42.59
7541,05-07-2023,Sourabh,Andhra Pradesh,Office Supplies,Art,Newell 310,3.52,2,1.02
7542,19-08-2023,Mayank,Meghalaya,Office Supplies,Art,Newell 314,5.58,1,1.40
7543,17-01-2021,Akanksha,Sikkim,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,36.32,1,10.90
7544,07-01-2021,Ishaan,Chhattisgarh,Office Supplies,Paper,Tops White Computer Printout Paper,195.64,4,91.95
7545,26-09-2021,Gayatri,Gujarat,Office Supplies,Paper,Things To Do Today Spiral Book,38.02,6,13.78
7546,10-02-2021,Sahil,Tamil Nadu,Technology,Phones,Jabra Supreme Plus Driver Edition¬†Headset,95.99,1,9.60
7547,01-04-2022,Rahul,Meghalaya,Office Supplies,Labels,Avery 491,13.22,4,4.30
7548,27-05-2020,Jhanvi,Tripura,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.35,3,-35.36
7549,05-08-2022,Kajal,Nagaland,Office Supplies,Paper,Xerox 1949,27.89,7,10.11
7550,22-09-2021,Saloni,Sikkim,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,133.12,5,49.92
7551,08-01-2020,Abhilasha,Manipur,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,26.16,4,12.82
7552,29-01-2023,Samir,Telangana,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,131.94,3,35.62
7553,05-06-2022,Gunjan,Jharkhand,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",25.92,4,8.29
7554,27-12-2020,Vikas,Tamil Nadu,Office Supplies,Storage,Fellowes High-Stak Drawer Files,704.76,4,162.09
7555,06-06-2023,Mohit,Karnataka,Office Supplies,Fasteners,Staples,7.41,3,3.48
7556,18-02-2021,Jatin,Rajasthan,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.50,10,7.10
7557,17-11-2021,Sachin,Andhra Pradesh,Furniture,Chairs,"Global Geo Office Task Chair, Gray",518.27,8,-97.18
7558,06-04-2021,Jhanvi,Uttar Pradesh,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,6.98,1,3.35
7559,19-03-2022,Shweta,Telangana,Technology,Machines,Okidata B400 Printer,343.20,1,38.61
7560,01-12-2021,Akash,Assam,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",41.28,2,19.81
7561,03-09-2023,Kajal,Tamil Nadu,Office Supplies,Binders,Wilson Jones Impact Binders,8.29,2,3.00
7562,11-09-2022,Bhavana,Kerala,Technology,Phones,Motorola L703CM,1123.13,9,70.20
7563,18-06-2020,Shakshi,Sikkim,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,64.90,5,18.82
7564,28-05-2020,Sakshi,Gujarat,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,5,72.81
7565,17-05-2022,Kunal,Meghalaya,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,17.97,3,5.21
